Timestamp,Sensor1,Sensor2,Sensor3
01-01-2023 04:01,67.0,67.0,87.0
01-01-2023 04:02,35.0,41.0,70.0
01-01-2023 04:03,52.0,72.0,39.0
01-01-2023 04:04,28.0,54.0,34.0
01-01-2023 04:05,25.0,62.0,85.0
01-01-2023 04:06,35.0,70.0,32.0
01-01-2023 04:07,48.0,59.0,31.0
01-01-2023 04:08,22.0,36.0,28.0
01-01-2023 04:09,39.0,35.0,40.0
01-01-2023 04:10,55.0,12.0,46.0
01-01-2023 04:11,38.0,48.0,73.0
01-01-2023 04:12,45.0,74.0,85.0
01-01-2023 04:13,22.0,44.0,71.0
01-01-2023 04:14,44.0,62.0,87.0
01-01-2023 04:15,44.0,55.0,26.0
01-01-2023 04:16,44.0,77.0,17.0
01-01-2023 04:17,26.0,31.0,46.0
01-01-2023 04:18,60.0,69.0,29.0
01-01-2023 04:19,52.0,15.0,23.0
01-01-2023 04:20,59.0,61.0,63.0
01-01-2023 04:21,58.0,38.0,58.0
01-01-2023 04:22,37.0,52.0,42.0
01-01-2023 04:23,59.0,43.0,59.0
01-01-2023 04:24,20.0,40.0,27.0
01-01-2023 04:25,30.0,55.0,61.0
01-01-2023 04:26,47.0,13.0,35.0
01-01-2023 04:27,44.0,11.0,64.0
01-01-2023 04:28,69.0,14.0,61.0
01-01-2023 04:29,42.0,44.0,19.0
01-01-2023 04:30,50.0,44.0,21.0
01-01-2023 04:31,49.0,44.0,52.0
01-01-2023 04:32,61.0,44.0,51.0
01-01-2023 04:33,54.0,44.0,46.0
01-01-2023 04:34,26.0,77.0,70.0
01-01-2023 04:35,35.0,62.0,57.0
01-01-2023 04:36,45.0,64.0,81.0
01-01-2023 04:37,67.0,48.0,41.0
01-01-2023 04:38,68.0,45.0,65.0
01-01-2023 04:39,21.0,67.0,62.0
01-01-2023 04:40,20.0,24.0,86.0
01-01-2023 04:41,67.0,10.0,67.0
01-01-2023 04:42,31.0,18.0,62.0
01-01-2023 04:43,24.0,32.0,24.0
01-01-2023 04:44,56.0,61.0,23.0
01-01-2023 04:45,51.0,35.0,60.0
01-01-2023 04:46,28.0,69.0,24.0
01-01-2023 04:47,60.0,27.0,50.0
01-01-2023 04:48,54.0,67.0,24.0
01-01-2023 04:49,38.0,74.0,41.0
01-01-2023 04:50,67.0,78.0,33.0
01-01-2023 04:51,35.0,44.0,25.0
01-01-2023 04:52,22.0,55.0,46.0
01-01-2023 04:53,39.0,78.0,34.0
01-01-2023 04:54,43.0,41.0,60.0
01-01-2023 04:55,52.0,60.0,74.0
01-01-2023 04:56,44.0,78.0,82.0
01-01-2023 04:57,30.0,24.0,31.0
01-01-2023 04:58,68.0,62.0,79.0
01-01-2023 04:59,27.0,78.0,71.0
01-01-2023 05:00,55.0,24.0,33.0
01-01-2023 05:01,57.0,44.0,19.0
01-01-2023 05:02,59.0,33.0,69.0
01-01-2023 05:03,39.0,44.0,18.0
01-01-2023 05:04,54.0,78.0,66.0
01-01-2023 05:05,67.0,21.0,33.0
01-01-2023 05:06,44.0,55.0,45.0
01-01-2023 05:07,54.0,78.0,52.0
01-01-2023 05:08,44.0,45.0,81.0
01-01-2023 05:09,48.0,57.0,43.0
01-01-2023 05:10,44.0,76.0,67.0
01-01-2023 05:11,44.0,63.0,22.0
01-01-2023 05:12,44.0,45.0,19.0
01-01-2023 05:13,21.0,61.0,78.0
01-01-2023 05:14,54.0,31.0,41.0
01-01-2023 05:15,35.0,47.0,47.0
01-01-2023 05:16,60.0,71.0,72.0
01-01-2023 05:17,55.0,74.0,76.0
01-01-2023 05:18,52.0,44.0,40.0
01-01-2023 05:19,23.0,44.0,28.0
01-01-2023 05:20,52.0,44.0,46.0
01-01-2023 05:21,33.0,44.0,55.0
01-01-2023 05:22,40.0,12.0,28.0
01-01-2023 05:23,67.0,27.0,62.0
01-01-2023 05:24,39.0,10.0,62.0
01-01-2023 05:25,27.0,35.0,52.0
01-01-2023 05:26,26.0,61.0,21.0
01-01-2023 05:27,22.0,21.0,47.0
01-01-2023 05:28,36.0,47.0,38.0
01-01-2023 05:29,52.0,50.0,40.0
01-01-2023 05:30,67.0,62.0,64.0
01-01-2023 05:31,31.0,22.0,56.0
01-01-2023 05:32,41.0,22.0,27.0
01-01-2023 05:33,41.0,27.0,45.0
01-01-2023 05:34,65.0,28.0,37.0
01-01-2023 05:35,49.0,28.0,51.0
01-01-2023 05:36,57.0,79.0,52.0
01-01-2023 05:37,57.0,57.0,52.0
01-01-2023 05:38,64.0,37.0,52.0
01-01-2023 05:39,27.0,28.0,52.0
01-01-2023 05:40,46.0,57.0,52.0
01-01-2023 05:41,46.0,38.0,23.0
01-01-2023 05:42,53.0,57.0,78.0
01-01-2023 05:43,40.0,28.0,36.0
01-01-2023 05:44,49.0,56.0,89.0
01-01-2023 05:45,52.0,69.0,68.0
01-01-2023 05:46,47.0,57.0,36.0
01-01-2023 05:47,66.0,29.0,28.0
01-01-2023 05:48,52.0,28.0,80.0
01-01-2023 05:49,24.0,51.0,64.0
01-01-2023 05:50,67.0,58.0,19.0
01-01-2023 05:51,38.0,24.0,31.0
01-01-2023 05:52,23.0,69.0,15.0
01-01-2023 05:53,54.0,77.0,28.0
01-01-2023 05:54,68.0,36.0,69.0
01-01-2023 05:55,36.0,64.0,31.0
01-01-2023 05:56,63.0,24.0,23.0
01-01-2023 05:57,47.0,61.0,26.0
01-01-2023 05:58,49.0,40.0,80.0
01-01-2023 05:59,48.0,16.0,29.0
01-01-2023 06:00,65.0,22.0,48.0
01-01-2023 06:01,25.0,63.0,51.0
01-01-2023 06:02,54.0,22.0,67.0
01-01-2023 06:03,60.0,29.0,55.0
01-01-2023 06:04,56.0,19.0,18.0
01-01-2023 06:05,43.0,61.0,22.0
01-01-2023 06:06,48.0,44.0,85.0
01-01-2023 06:07,68.0,44.0,31.0
01-01-2023 06:08,65.0,44.0,36.0
01-01-2023 06:09,50.0,43.0,22.0
01-01-2023 06:10,54.0,71.0,36.0
01-01-2023 06:11,52.0,25.0,54.0
01-01-2023 06:12,40.0,68.0,36.0
01-01-2023 06:13,51.0,30.0,19.0
01-01-2023 06:14,42.0,25.0,23.0
01-01-2023 06:15,52.0,22.0,74.0
01-01-2023 06:16,22.0,42.0,34.0
01-01-2023 06:17,37.0,63.0,48.0
01-01-2023 06:18,44.0,78.0,50.0
01-01-2023 06:19,61.0,36.0,85.0
01-01-2023 06:20,50.0,61.0,52.0
01-01-2023 06:21,22.0,74.0,81.0
01-01-2023 06:22,59.0,44.0,46.0
01-01-2023 06:23,65.0,39.0,60.0
01-01-2023 06:24,43.0,32.0,39.0
01-01-2023 06:25,69.0,25.0,78.0
01-01-2023 06:26,51.0,64.0,47.0
01-01-2023 06:27,66.0,27.0,61.0
01-01-2023 06:28,41.0,44.0,83.0
01-01-2023 06:29,42.0,61.0,43.0
01-01-2023 06:30,21.0,54.0,73.0
01-01-2023 06:31,46.0,65.0,45.0
01-01-2023 06:32,61.0,63.0,40.0
01-01-2023 06:33,21.0,18.0,77.0
01-01-2023 06:34,45.0,26.0,72.0
01-01-2023 06:35,36.0,44.0,63.0
01-01-2023 06:36,59.0,46.0,52.0
01-01-2023 06:37,52.0,31.0,52.0
01-01-2023 06:38,28.0,76.0,52.0
01-01-2023 06:39,62.0,47.0,52.0
01-01-2023 06:40,67.0,53.0,61.0
01-01-2023 06:41,44.0,45.0,36.0
01-01-2023 06:42,44.0,34.0,78.0
01-01-2023 06:43,44.0,51.0,60.0
01-01-2023 06:44,44.0,22.0,73.0
01-01-2023 06:45,44.0,65.0,46.0
01-01-2023 06:46,44.0,60.0,51.0
01-01-2023 06:47,44.0,59.0,81.0
01-01-2023 06:48,43.0,61.0,66.0
01-01-2023 06:49,32.0,42.0,57.0
01-01-2023 06:50,26.0,34.0,48.0
01-01-2023 06:51,55.0,67.0,75.0
01-01-2023 06:52,64.0,49.0,85.0
01-01-2023 06:53,39.0,47.0,81.0
01-01-2023 06:54,20.0,12.0,59.0
01-01-2023 06:55,27.0,25.0,55.0
01-01-2023 06:56,65.0,11.0,52.0
01-01-2023 06:57,35.0,32.0,80.0
01-01-2023 06:58,33.0,39.0,26.0
01-01-2023 06:59,31.0,19.0,29.0
01-01-2023 07:00,42.0,74.0,30.0
01-01-2023 07:01,34.0,31.0,17.0
01-01-2023 07:02,47.0,61.0,41.0
01-01-2023 07:03,53.0,44.0,37.0
01-01-2023 07:04,21.0,42.0,78.0
01-01-2023 07:05,51.0,39.0,47.0
01-01-2023 07:06,42.0,33.0,62.0
01-01-2023 07:07,41.0,14.0,69.0
01-01-2023 07:08,44.0,62.0,41.0
01-01-2023 07:09,44.0,64.0,61.0
01-01-2023 07:10,41.0,32.0,45.0
01-01-2023 07:11,68.0,19.0,49.0
01-01-2023 07:12,61.0,42.0,50.0
01-01-2023 07:13,25.0,71.0,38.0
01-01-2023 07:14,34.0,36.0,31.0
01-01-2023 07:15,62.0,16.0,59.0
01-01-2023 07:16,56.0,36.0,76.0
01-01-2023 07:17,52.0,19.0,15.0
01-01-2023 07:18,27.0,66.0,34.0
01-01-2023 07:19,63.0,39.0,84.0
01-01-2023 07:20,63.0,12.0,83.0
01-01-2023 07:21,24.0,38.0,78.0
01-01-2023 07:22,58.0,23.0,84.0
01-01-2023 07:23,23.0,34.0,64.0
01-01-2023 07:24,25.0,19.0,67.0
01-01-2023 07:25,64.0,58.0,52.0
01-01-2023 07:26,51.0,47.0,66.0
01-01-2023 07:27,49.0,23.0,75.0
01-01-2023 07:28,66.0,39.0,88.0
01-01-2023 07:29,54.0,49.0,39.0
01-01-2023 07:30,59.0,21.0,43.0
01-01-2023 07:31,35.0,23.0,49.0
01-01-2023 07:32,32.0,10.0,61.0
01-01-2023 07:33,69.0,77.0,71.0
01-01-2023 07:34,61.0,58.0,46.0
01-01-2023 07:35,49.0,27.0,60.0
01-01-2023 07:36,38.0,45.0,50.0
01-01-2023 07:37,36.0,73.0,85.0
01-01-2023 07:38,38.0,37.0,24.0
01-01-2023 07:39,47.0,41.0,60.0
01-01-2023 07:40,45.0,34.0,40.0
01-01-2023 07:41,56.0,56.0,62.0
01-01-2023 07:42,45.0,29.0,62.0
01-01-2023 07:43,42.0,42.0,27.0
01-01-2023 07:44,28.0,39.0,44.0
01-01-2023 07:45,31.0,46.0,84.0
01-01-2023 07:46,20.0,62.0,80.0
01-01-2023 07:47,20.0,78.0,21.0
01-01-2023 07:48,66.0,17.0,70.0
01-01-2023 07:49,53.0,10.0,44.0
01-01-2023 07:50,51.0,16.0,69.0
01-01-2023 07:51,67.0,71.0,47.0
01-01-2023 07:52,44.0,67.0,56.0
01-01-2023 07:53,59.0,17.0,20.0
01-01-2023 07:54,64.0,73.0,22.0
01-01-2023 07:55,20.0,17.0,87.0
01-01-2023 07:56,35.0,12.0,89.0
01-01-2023 07:57,58.0,67.0,84.0
01-01-2023 07:58,24.0,41.0,54.0
01-01-2023 07:59,41.0,77.0,70.0
01-01-2023 08:00,48.0,58.0,31.0
01-01-2023 08:01,22.0,47.0,21.0
01-01-2023 08:02,31.0,11.0,54.0
01-01-2023 08:03,45.0,18.0,72.0
01-01-2023 08:04,35.0,55.0,76.0
01-01-2023 08:05,56.0,74.0,88.0
01-01-2023 08:06,41.0,58.0,68.0
01-01-2023 08:07,48.0,38.0,23.0
01-01-2023 08:08,33.0,38.0,65.0
01-01-2023 08:09,47.0,42.0,24.0
01-01-2023 08:10,24.0,37.0,63.0
01-01-2023 08:11,66.0,35.0,44.0
01-01-2023 08:12,68.0,38.0,23.0
01-01-2023 08:13,49.0,20.0,60.0
01-01-2023 08:14,65.0,43.0,40.0
01-01-2023 08:15,24.0,57.0,78.0
01-01-2023 08:16,31.0,36.0,48.0
01-01-2023 08:17,35.0,49.0,41.0
01-01-2023 08:18,45.0,40.0,41.0
01-01-2023 08:19,45.0,74.0,55.0
01-01-2023 08:20,67.0,48.0,32.0
01-01-2023 08:21,40.0,33.0,64.0
01-01-2023 08:22,58.0,77.0,57.0
01-01-2023 08:23,55.0,32.0,55.0
01-01-2023 08:24,52.0,70.0,32.0
01-01-2023 08:25,49.0,36.0,75.0
01-01-2023 08:26,56.0,25.0,86.0
01-01-2023 08:27,42.0,54.0,67.0
01-01-2023 08:28,29.0,36.0,67.0
01-01-2023 08:29,24.0,14.0,27.0
01-01-2023 08:30,55.0,68.0,40.0
01-01-2023 08:31,53.0,44.0,70.0
01-01-2023 08:32,50.0,79.0,75.0
01-01-2023 08:33,29.0,55.0,64.0
01-01-2023 08:34,38.0,65.0,35.0
01-01-2023 08:35,51.0,33.0,22.0
01-01-2023 08:36,20.0,19.0,84.0
01-01-2023 08:37,24.0,47.0,78.0
01-01-2023 08:38,64.0,79.0,64.0
01-01-2023 08:39,23.0,57.0,16.0
01-01-2023 08:40,35.0,18.0,86.0
01-01-2023 08:41,43.0,59.0,84.0
01-01-2023 08:42,35.0,78.0,20.0
01-01-2023 08:43,21.0,57.0,36.0
01-01-2023 08:44,68.0,48.0,60.0
01-01-2023 08:45,47.0,14.0,75.0
01-01-2023 08:46,51.0,20.0,49.0
01-01-2023 08:47,46.0,69.0,76.0
01-01-2023 08:48,39.0,36.0,83.0
01-01-2023 08:49,43.0,16.0,71.0
01-01-2023 08:50,31.0,69.0,39.0
01-01-2023 08:51,69.0,59.0,87.0
01-01-2023 08:52,54.0,76.0,39.0
01-01-2023 08:53,52.0,78.0,47.0
01-01-2023 08:54,52.0,64.0,22.0
01-01-2023 08:55,62.0,25.0,27.0
01-01-2023 08:56,56.0,21.0,75.0
01-01-2023 08:57,31.0,36.0,22.0
01-01-2023 08:58,22.0,42.0,41.0
01-01-2023 08:59,20.0,64.0,68.0
01-01-2023 09:00,52.0,61.0,17.0
01-01-2023 09:01,59.0,46.0,47.0
01-01-2023 09:02,29.0,24.0,42.0
01-01-2023 09:03,62.0,74.0,66.0
01-01-2023 09:04,63.0,77.0,43.0
01-01-2023 09:05,48.0,12.0,75.0
01-01-2023 09:06,32.0,14.0,87.0
01-01-2023 09:07,31.0,18.0,75.0
01-01-2023 09:08,50.0,10.0,36.0
01-01-2023 09:09,65.0,39.0,86.0
01-01-2023 09:10,21.0,29.0,71.0
01-01-2023 09:11,69.0,36.0,59.0
01-01-2023 09:12,54.0,72.0,44.0
01-01-2023 09:13,42.0,40.0,28.0
01-01-2023 09:14,36.0,28.0,62.0
01-01-2023 09:15,45.0,71.0,32.0
01-01-2023 09:16,27.0,16.0,46.0
01-01-2023 09:17,48.0,46.0,52.0
01-01-2023 09:18,45.0,17.0,67.0
01-01-2023 09:19,29.0,66.0,29.0
01-01-2023 09:20,45.0,37.0,51.0
01-01-2023 09:21,53.0,26.0,63.0
01-01-2023 09:22,60.0,20.0,47.0
01-01-2023 09:23,26.0,24.0,27.0
01-01-2023 09:24,23.0,39.0,85.0
01-01-2023 09:25,69.0,15.0,78.0
01-01-2023 09:26,64.0,21.0,33.0
01-01-2023 09:27,30.0,70.0,70.0
01-01-2023 09:28,48.0,45.0,51.0
01-01-2023 09:29,55.0,44.0,72.0
01-01-2023 09:30,44.0,76.0,23.0
01-01-2023 09:31,40.0,72.0,18.0
01-01-2023 09:32,55.0,49.0,85.0
01-01-2023 09:33,29.0,40.0,27.0
01-01-2023 09:34,56.0,46.0,77.0
01-01-2023 09:35,28.0,14.0,77.0
01-01-2023 09:36,43.0,13.0,75.0
01-01-2023 09:37,54.0,35.0,50.0
01-01-2023 09:38,68.0,33.0,22.0
01-01-2023 09:39,54.0,48.0,41.0
01-01-2023 09:40,67.0,65.0,40.0
01-01-2023 09:41,55.0,63.0,59.0
01-01-2023 09:42,37.0,47.0,56.0
01-01-2023 09:43,68.0,63.0,28.0
01-01-2023 09:44,58.0,28.0,86.0
01-01-2023 09:45,51.0,35.0,66.0
01-01-2023 09:46,43.0,61.0,83.0
01-01-2023 09:47,42.0,70.0,67.0
01-01-2023 09:48,51.0,76.0,65.0
01-01-2023 09:49,56.0,31.0,16.0
01-01-2023 09:50,31.0,26.0,62.0
01-01-2023 09:51,68.0,20.0,63.0
01-01-2023 09:52,32.0,48.0,73.0
01-01-2023 09:53,42.0,70.0,81.0
01-01-2023 09:54,44.0,58.0,23.0
01-01-2023 09:55,54.0,70.0,16.0
01-01-2023 09:56,60.0,21.0,89.0
01-01-2023 09:57,49.0,22.0,57.0
01-01-2023 09:58,36.0,67.0,28.0
01-01-2023 09:59,68.0,20.0,54.0
01-01-2023 10:00,39.0,73.0,69.0
01-01-2023 10:01,67.0,40.0,73.0
01-01-2023 10:02,44.0,20.0,61.0
01-01-2023 10:03,41.0,52.0,48.0
01-01-2023 10:04,32.0,45.0,50.0
01-01-2023 10:05,38.0,11.0,47.0
