Timestamp,Sensor1,Sensor2,Sensor3
01-01-2023 02:08,,30,74
01-01-2023 02:09,59,76,30
01-01-2023 02:10,41,,21
01-01-2023 02:11,46,53,82
01-01-2023 02:12,54,79,88
01-01-2023 02:13,20,71,
01-01-2023 02:14,54,51,19
01-01-2023 02:15,56,,61
01-01-2023 02:16,66,47,25
01-01-2023 02:17,33,23,48
01-01-2023 02:18,,35,65
01-01-2023 02:19,20,49,19
01-01-2023 02:20,24,63,62
01-01-2023 02:21,45,22,45
01-01-2023 02:22,33,28,54
01-01-2023 02:23,58,51,21
01-01-2023 02:24,46,50,54
01-01-2023 02:25,28,59,83
01-01-2023 02:26,34,12,28
01-01-2023 02:27,34,40,24
01-01-2023 02:28,45,24,63
01-01-2023 02:29,61,63,31
01-01-2023 02:30,32,62,65
01-01-2023 02:31,51,54,76
01-01-2023 02:32,58,47,44
01-01-2023 02:33,68,59,69
01-01-2023 02:34,51,33,48
01-01-2023 02:35,23,,83
01-01-2023 02:36,49,27,47
01-01-2023 02:37,56,,19
01-01-2023 02:38,42,26,56
01-01-2023 02:39,58,,17
01-01-2023 02:40,64,61,77
01-01-2023 02:41,34,45,52
01-01-2023 02:42,62,48,27
01-01-2023 02:43,,34,22
01-01-2023 02:44,55,51,75
01-01-2023 02:45,32,30,44
01-01-2023 02:46,51,77,64
01-01-2023 02:47,26,68,83
01-01-2023 02:48,41,39,52
01-01-2023 02:49,47,66,73
01-01-2023 02:50,21,42,16
01-01-2023 02:51,61,62,71
01-01-2023 02:52,64,25,21
01-01-2023 02:53,25,58,24
01-01-2023 02:54,47,14,43
01-01-2023 02:55,47,69,48
01-01-2023 02:56,63,,86
01-01-2023 02:57,63,44,59
01-01-2023 02:58,39,,85
01-01-2023 02:59,49,,72
01-01-2023 03:00,30,,47
01-01-2023 03:01,47,,65
01-01-2023 03:02,44,,78
01-01-2023 03:03,58,23,52
01-01-2023 03:04,52,64,26
01-01-2023 03:05,20,24,77
01-01-2023 03:06,46,14,79
01-01-2023 03:07,32,13,74
01-01-2023 03:08,60,39,34
01-01-2023 03:09,22,62,80
01-01-2023 03:10,58,39,32
01-01-2023 03:11,25,70,56
01-01-2023 03:12,27,77,88
01-01-2023 03:13,46,64,20
01-01-2023 03:14,28,51,80
01-01-2023 03:15,56,38,83
01-01-2023 03:16,52,44,36
01-01-2023 03:17,61,54,36
01-01-2023 03:18,63,38,79
01-01-2023 03:19,43,79,63
01-01-2023 03:20,34,12,26
01-01-2023 03:21,51,66,77
01-01-2023 03:22,51,75,27
01-01-2023 03:23,43,31,76
01-01-2023 03:24,60,36,73
01-01-2023 03:25,68,31,25
01-01-2023 03:26,68,58,15
01-01-2023 03:27,31,33,82
01-01-2023 03:28,58,36,23
01-01-2023 03:29,21,45,17
01-01-2023 03:30,22,26,86
01-01-2023 03:31,68,65,23
01-01-2023 03:32,,19,83
01-01-2023 03:33,,63,36
01-01-2023 03:34,,47,83
01-01-2023 03:35,,13,37
01-01-2023 03:36,21,59,19
01-01-2023 03:37,21,70,53
01-01-2023 03:38,47,30,17
01-01-2023 03:39,42,45,40
01-01-2023 03:40,56,55,22
01-01-2023 03:41,51,53,66
01-01-2023 03:42,52,73,
01-01-2023 03:43,20,27,
01-01-2023 03:44,38,22,
01-01-2023 03:45,21,22,
01-01-2023 03:46,63,34,
01-01-2023 03:47,45,14,
01-01-2023 03:48,51,48,41
01-01-2023 03:49,25,38,59
01-01-2023 03:50,51,66,60
01-01-2023 03:51,23,55,47
01-01-2023 03:52,30,42,42
01-01-2023 03:53,36,19,65
01-01-2023 03:54,57,67,78
01-01-2023 03:55,43,34,49
01-01-2023 03:56,24,48,50
01-01-2023 03:57,53,25,20
01-01-2023 03:58,25,69,72
01-01-2023 03:59,41,37,37
01-01-2023 04:00,30,53,28
01-01-2023 04:01,67,67,87
01-01-2023 04:02,35,41,70
01-01-2023 04:03,52,72,39
01-01-2023 04:04,28,54,34
01-01-2023 04:05,25,62,85
01-01-2023 04:06,35,70,32
01-01-2023 04:07,48,59,31
01-01-2023 04:08,22,36,28
01-01-2023 04:09,39,35,40
01-01-2023 04:10,55,12,46
01-01-2023 04:11,38,48,73
01-01-2023 04:12,45,74,85
01-01-2023 04:13,22,44,71
01-01-2023 04:14,,62,87
01-01-2023 04:15,,55,26
01-01-2023 04:16,,77,17
01-01-2023 04:17,26,31,46
01-01-2023 04:18,60,69,29
01-01-2023 04:19,52,15,23
01-01-2023 04:20,59,61,63
01-01-2023 04:21,58,38,58
01-01-2023 04:22,37,52,42
01-01-2023 04:23,59,43,59
01-01-2023 04:24,20,40,27
01-01-2023 04:25,30,55,61
01-01-2023 04:26,47,13,35
01-01-2023 04:27,44,11,64
01-01-2023 04:28,69,14,61
01-01-2023 04:29,42,,19
01-01-2023 04:30,50,,21
01-01-2023 04:31,49,,52
01-01-2023 04:32,61,,51
01-01-2023 04:33,54,,46
01-01-2023 04:34,26,77,70
01-01-2023 04:35,35,62,57
01-01-2023 04:36,45,64,81
01-01-2023 04:37,67,48,41
01-01-2023 04:38,68,45,65
01-01-2023 04:39,21,67,62
01-01-2023 04:40,20,24,86
01-01-2023 04:41,67,10,67
01-01-2023 04:42,31,18,62
01-01-2023 04:43,24,32,24
01-01-2023 04:44,56,61,23
01-01-2023 04:45,51,35,60
01-01-2023 04:46,28,69,24
01-01-2023 04:47,60,27,50
01-01-2023 04:48,54,67,24
01-01-2023 04:49,38,74,41
01-01-2023 04:50,67,78,33
01-01-2023 04:51,35,,25
01-01-2023 04:52,22,55,46
01-01-2023 04:53,39,78,34
01-01-2023 04:54,43,41,60
01-01-2023 04:55,52,60,74
01-01-2023 04:56,,78,82
01-01-2023 04:57,30,24,31
01-01-2023 04:58,68,62,79
01-01-2023 04:59,27,78,71
01-01-2023 05:00,55,24,33
01-01-2023 05:01,57,,19
01-01-2023 05:02,59,33,69
01-01-2023 05:03,39,44,18
01-01-2023 05:04,54,78,66
01-01-2023 05:05,67,21,33
01-01-2023 05:06,44,55,45
01-01-2023 05:07,54,78,
01-01-2023 05:08,44,45,81
01-01-2023 05:09,48,57,43
01-01-2023 05:10,,76,67
01-01-2023 05:11,,63,22
01-01-2023 05:12,,45,19
01-01-2023 05:13,21,61,78
01-01-2023 05:14,54,31,41
01-01-2023 05:15,35,47,47
01-01-2023 05:16,60,71,72
01-01-2023 05:17,55,74,76
01-01-2023 05:18,52,,40
01-01-2023 05:19,23,,28
01-01-2023 05:20,52,,46
01-01-2023 05:21,33,,55
01-01-2023 05:22,40,12,28
01-01-2023 05:23,67,27,62
01-01-2023 05:24,39,10,62
01-01-2023 05:25,27,35,52
01-01-2023 05:26,26,61,21
01-01-2023 05:27,22,21,47
01-01-2023 05:28,36,47,38
01-01-2023 05:29,52,50,40
01-01-2023 05:30,67,62,64
01-01-2023 05:31,31,22,56
01-01-2023 05:32,41,22,27
01-01-2023 05:33,41,27,45
01-01-2023 05:34,65,28,37
01-01-2023 05:35,49,28,51
01-01-2023 05:36,57,79,
01-01-2023 05:37,57,57,
01-01-2023 05:38,64,37,
01-01-2023 05:39,27,28,
01-01-2023 05:40,46,57,
01-01-2023 05:41,46,38,23
01-01-2023 05:42,53,57,78
01-01-2023 05:43,40,28,36
01-01-2023 05:44,49,56,89
01-01-2023 05:45,52,69,68
01-01-2023 05:46,47,57,36
01-01-2023 05:47,66,29,28
01-01-2023 05:48,52,28,80
01-01-2023 05:49,24,51,64
01-01-2023 05:50,67,58,19
01-01-2023 05:51,38,24,31
01-01-2023 05:52,23,69,15
01-01-2023 05:53,54,77,28
01-01-2023 05:54,68,36,69
01-01-2023 05:55,36,64,31
01-01-2023 05:56,63,24,23
01-01-2023 05:57,47,61,26
01-01-2023 05:58,49,40,80
01-01-2023 05:59,48,16,29
01-01-2023 06:00,65,22,48
01-01-2023 06:01,25,63,51
01-01-2023 06:02,54,22,67
01-01-2023 06:03,60,29,55
01-01-2023 06:04,56,19,18
01-01-2023 06:05,43,61,22
01-01-2023 06:06,48,,85
01-01-2023 06:07,68,,31
01-01-2023 06:08,65,,36
01-01-2023 06:09,50,43,22
01-01-2023 06:10,54,71,36
01-01-2023 06:11,52,25,54
01-01-2023 06:12,40,68,36
01-01-2023 06:13,51,30,19
01-01-2023 06:14,42,25,23
01-01-2023 06:15,52,22,74
01-01-2023 06:16,22,42,34
01-01-2023 06:17,37,63,48
01-01-2023 06:18,44,78,50
01-01-2023 06:19,61,36,85
01-01-2023 06:20,50,61,52
01-01-2023 06:21,22,74,81
01-01-2023 06:22,59,,46
01-01-2023 06:23,65,39,60
01-01-2023 06:24,43,32,39
01-01-2023 06:25,69,25,78
01-01-2023 06:26,51,64,47
01-01-2023 06:27,66,27,61
01-01-2023 06:28,41,,83
01-01-2023 06:29,42,61,43
01-01-2023 06:30,21,54,73
01-01-2023 06:31,46,65,45
01-01-2023 06:32,61,63,40
01-01-2023 06:33,21,18,77
01-01-2023 06:34,45,26,72
01-01-2023 06:35,36,,63
01-01-2023 06:36,59,46,
01-01-2023 06:37,52,31,
01-01-2023 06:38,28,76,
01-01-2023 06:39,62,47,
01-01-2023 06:40,67,53,61
01-01-2023 06:41,,45,36
01-01-2023 06:42,,34,78
01-01-2023 06:43,,51,60
01-01-2023 06:44,,22,73
01-01-2023 06:45,,65,46
01-01-2023 06:46,,60,51
01-01-2023 06:47,,59,81
01-01-2023 06:48,43,61,66
01-01-2023 06:49,32,42,57
01-01-2023 06:50,26,34,48
01-01-2023 06:51,55,67,75
01-01-2023 06:52,64,49,85
01-01-2023 06:53,39,47,81
01-01-2023 06:54,20,12,59
01-01-2023 06:55,27,25,55
01-01-2023 06:56,65,11,
01-01-2023 06:57,35,32,80
01-01-2023 06:58,33,39,26
01-01-2023 06:59,31,19,29
01-01-2023 07:00,42,74,30
01-01-2023 07:01,34,31,17
01-01-2023 07:02,47,61,41
01-01-2023 07:03,53,,37
01-01-2023 07:04,21,42,78
01-01-2023 07:05,51,39,47
01-01-2023 07:06,42,33,62
01-01-2023 07:07,41,14,69
01-01-2023 07:08,44,62,41
01-01-2023 07:09,,64,61
01-01-2023 07:10,41,32,45
01-01-2023 07:11,68,19,49
01-01-2023 07:12,61,42,50
01-01-2023 07:13,25,71,38
01-01-2023 07:14,34,36,31
01-01-2023 07:15,62,16,59
01-01-2023 07:16,56,36,76
01-01-2023 07:17,52,19,15
01-01-2023 07:18,27,66,34
01-01-2023 07:19,63,39,84
01-01-2023 07:20,63,12,83
01-01-2023 07:21,24,38,78
01-01-2023 07:22,58,23,84
01-01-2023 07:23,23,34,64
01-01-2023 07:24,25,19,67
01-01-2023 07:25,64,58,52
01-01-2023 07:26,51,47,66
01-01-2023 07:27,49,23,75
01-01-2023 07:28,66,39,88
01-01-2023 07:29,54,49,39
01-01-2023 07:30,59,21,43
01-01-2023 07:31,35,23,49
01-01-2023 07:32,32,10,61
01-01-2023 07:33,69,77,71
01-01-2023 07:34,61,58,46
01-01-2023 07:35,49,27,60
01-01-2023 07:36,38,45,50
01-01-2023 07:37,36,73,85
01-01-2023 07:38,38,37,24
01-01-2023 07:39,47,41,60
01-01-2023 07:40,45,34,40
01-01-2023 07:41,56,56,62
01-01-2023 07:42,45,29,62
01-01-2023 07:43,42,42,27
01-01-2023 07:44,28,39,44
01-01-2023 07:45,31,46,84
01-01-2023 07:46,20,62,80
01-01-2023 07:47,20,78,21
01-01-2023 07:48,66,17,70
01-01-2023 07:49,53,10,44
01-01-2023 07:50,51,16,69
01-01-2023 07:51,67,71,47
01-01-2023 07:52,44,67,56
01-01-2023 07:53,59,17,20
01-01-2023 07:54,64,73,22
01-01-2023 07:55,20,17,87
01-01-2023 07:56,35,12,89
01-01-2023 07:57,58,67,84
01-01-2023 07:58,24,41,54
01-01-2023 07:59,41,77,70
01-01-2023 08:00,48,58,31
01-01-2023 08:01,22,47,21
01-01-2023 08:02,31,11,54
01-01-2023 08:03,45,18,72
01-01-2023 08:04,35,55,76
01-01-2023 08:05,56,74,88
01-01-2023 08:06,41,58,68
01-01-2023 08:07,48,38,23
01-01-2023 08:08,33,38,65
01-01-2023 08:09,47,42,24
01-01-2023 08:10,24,37,63
01-01-2023 08:11,66,35,44
01-01-2023 08:12,68,38,23
01-01-2023 08:13,49,20,60
01-01-2023 08:14,65,43,40
01-01-2023 08:15,24,57,78
01-01-2023 08:16,31,36,48
01-01-2023 08:17,35,49,41
01-01-2023 08:18,45,40,41
01-01-2023 08:19,45,74,55
01-01-2023 08:20,67,48,32
01-01-2023 08:21,40,33,64
01-01-2023 08:22,58,77,57
01-01-2023 08:23,55,32,55
01-01-2023 08:24,52,70,32
01-01-2023 08:25,49,36,75
01-01-2023 08:26,56,25,86
01-01-2023 08:27,42,54,67
01-01-2023 08:28,29,36,67
01-01-2023 08:29,24,14,27
01-01-2023 08:30,55,68,40
01-01-2023 08:31,53,44,70
01-01-2023 08:32,50,79,75
01-01-2023 08:33,29,55,64
01-01-2023 08:34,38,65,35
01-01-2023 08:35,51,33,22
01-01-2023 08:36,20,19,84
01-01-2023 08:37,24,47,78
01-01-2023 08:38,64,79,64
01-01-2023 08:39,23,57,16
01-01-2023 08:40,35,18,86
01-01-2023 08:41,43,59,84
01-01-2023 08:42,35,78,20
01-01-2023 08:43,21,57,36
01-01-2023 08:44,68,48,60
01-01-2023 08:45,47,14,75
01-01-2023 08:46,51,20,49
01-01-2023 08:47,46,69,76
01-01-2023 08:48,39,36,83
01-01-2023 08:49,43,16,71
01-01-2023 08:50,31,69,39
01-01-2023 08:51,69,59,87
01-01-2023 08:52,54,76,39
01-01-2023 08:53,52,78,47
01-01-2023 08:54,52,64,22
01-01-2023 08:55,62,25,27
01-01-2023 08:56,56,21,75
01-01-2023 08:57,31,36,22
01-01-2023 08:58,22,42,41
01-01-2023 08:59,20,64,68
01-01-2023 09:00,52,61,17
01-01-2023 09:01,59,46,47
01-01-2023 09:02,29,24,42
01-01-2023 09:03,62,74,66
01-01-2023 09:04,63,77,43
01-01-2023 09:05,48,12,75
01-01-2023 09:06,32,14,87
01-01-2023 09:07,31,18,75
01-01-2023 09:08,50,10,36
01-01-2023 09:09,65,39,86
01-01-2023 09:10,21,29,71
01-01-2023 09:11,69,36,59
01-01-2023 09:12,54,72,44
01-01-2023 09:13,42,40,28
01-01-2023 09:14,36,28,62
01-01-2023 09:15,45,71,32
01-01-2023 09:16,27,16,46
01-01-2023 09:17,48,46,52
01-01-2023 09:18,45,17,67
01-01-2023 09:19,29,66,29
01-01-2023 09:20,45,37,51
01-01-2023 09:21,53,26,63
01-01-2023 09:22,60,20,47
01-01-2023 09:23,26,24,27
01-01-2023 09:24,23,39,85
01-01-2023 09:25,69,15,78
01-01-2023 09:26,64,21,33
01-01-2023 09:27,30,70,70
01-01-2023 09:28,48,45,51
01-01-2023 09:29,55,44,72
01-01-2023 09:30,44,76,23
01-01-2023 09:31,40,72,18
01-01-2023 09:32,55,49,85
01-01-2023 09:33,29,40,27
01-01-2023 09:34,56,46,77
01-01-2023 09:35,28,14,77
01-01-2023 09:36,43,13,75
01-01-2023 09:37,54,35,50
01-01-2023 09:38,68,33,22
01-01-2023 09:39,54,48,41
01-01-2023 09:40,67,65,40
01-01-2023 09:41,55,63,59
01-01-2023 09:42,37,47,56
01-01-2023 09:43,68,63,28
01-01-2023 09:44,58,28,86
01-01-2023 09:45,51,35,66
01-01-2023 09:46,43,61,83
01-01-2023 09:47,42,70,67
01-01-2023 09:48,51,76,65
01-01-2023 09:49,56,31,16
01-01-2023 09:50,31,26,62
01-01-2023 09:51,68,20,63
01-01-2023 09:52,32,48,73
01-01-2023 09:53,42,70,81
01-01-2023 09:54,44,58,23
01-01-2023 09:55,54,70,16
01-01-2023 09:56,60,21,89
01-01-2023 09:57,49,22,57
01-01-2023 09:58,36,67,28
01-01-2023 09:59,68,20,54
01-01-2023 10:00,39,73,69
01-01-2023 10:01,67,40,73
01-01-2023 10:02,44,20,61
01-01-2023 10:03,41,52,48
01-01-2023 10:04,32,45,50
01-01-2023 10:05,38,11,47
01-01-2023 10:06,68,70,77
01-01-2023 10:07,55,45,32
01-01-2023 10:08,31,58,36
01-01-2023 10:09,60,36,19
01-01-2023 10:10,38,21,46
01-01-2023 10:11,31,67,63
01-01-2023 10:12,28,15,50
01-01-2023 10:13,26,53,87
01-01-2023 10:14,47,56,28
01-01-2023 10:15,33,32,78
01-01-2023 10:16,50,35,46
01-01-2023 10:17,38,16,23
01-01-2023 10:18,66,41,62
01-01-2023 10:19,35,42,66
01-01-2023 10:20,24,29,23
01-01-2023 10:21,54,78,46
01-01-2023 10:22,31,61,24
01-01-2023 10:23,44,51,83
01-01-2023 10:24,40,10,25
01-01-2023 10:25,55,72,72
01-01-2023 10:26,42,16,42
01-01-2023 10:27,35,67,48
01-01-2023 10:28,58,59,67
01-01-2023 10:29,64,43,54
01-01-2023 10:30,61,60,78
01-01-2023 10:31,58,19,24
01-01-2023 10:32,33,35,40
01-01-2023 10:33,50,41,57
01-01-2023 10:34,24,51,85
01-01-2023 10:35,54,71,58
01-01-2023 10:36,42,21,85
01-01-2023 10:37,48,49,71
01-01-2023 10:38,62,43,62
01-01-2023 10:39,30,79,76
01-01-2023 10:40,37,36,75
01-01-2023 10:41,66,17,81
01-01-2023 10:42,31,56,59
01-01-2023 10:43,28,35,75
01-01-2023 10:44,29,66,85
01-01-2023 10:45,63,16,16
01-01-2023 10:46,36,35,88
01-01-2023 10:47,57,68,61
01-01-2023 10:48,26,78,81
01-01-2023 10:49,65,56,43
01-01-2023 10:50,32,44,77
01-01-2023 10:51,59,39,39
01-01-2023 10:52,61,59,18
01-01-2023 10:53,28,33,61
01-01-2023 10:54,69,39,83
01-01-2023 10:55,46,63,77
01-01-2023 10:56,21,76,20
01-01-2023 10:57,24,41,32
01-01-2023 10:58,48,17,50
01-01-2023 10:59,56,59,71
01-01-2023 11:00,57,56,44
01-01-2023 11:01,38,55,28
01-01-2023 11:02,27,44,53
01-01-2023 11:03,67,70,16
01-01-2023 11:04,64,60,48
01-01-2023 11:05,20,72,72
01-01-2023 11:06,41,17,49
01-01-2023 11:07,36,43,48
01-01-2023 11:08,26,34,22
01-01-2023 11:09,44,53,57
01-01-2023 11:10,64,52,77
01-01-2023 11:11,23,59,76
01-01-2023 11:12,55,22,34
01-01-2023 11:13,25,55,66
01-01-2023 11:14,50,62,60
01-01-2023 11:15,38,72,18
01-01-2023 11:16,63,11,76
01-01-2023 11:17,58,49,24
01-01-2023 11:18,46,32,54
01-01-2023 11:19,29,68,19
01-01-2023 11:20,45,78,32
01-01-2023 11:21,38,43,75
01-01-2023 11:22,58,36,71
01-01-2023 11:23,22,64,77
01-01-2023 11:24,64,13,19
01-01-2023 11:25,32,77,35
01-01-2023 11:26,69,79,33
01-01-2023 11:27,47,36,37
01-01-2023 11:28,39,56,83
01-01-2023 11:29,47,49,47
01-01-2023 11:30,27,36,18
01-01-2023 11:31,60,16,49
01-01-2023 11:32,58,32,73
01-01-2023 11:33,20,73,56
01-01-2023 11:34,22,38,89
01-01-2023 11:35,32,70,63
01-01-2023 11:36,47,53,55
01-01-2023 11:37,68,78,63
01-01-2023 11:38,44,36,85
01-01-2023 11:39,52,21,60
01-01-2023 11:40,57,26,78
01-01-2023 11:41,25,46,64
01-01-2023 11:42,63,43,57
01-01-2023 11:43,64,45,41
01-01-2023 11:44,51,15,48
01-01-2023 11:45,64,41,77
01-01-2023 11:46,66,31,81
01-01-2023 11:47,40,19,41
01-01-2023 11:48,35,38,21
01-01-2023 11:49,40,20,37
01-01-2023 11:50,30,75,80
01-01-2023 11:51,56,65,16
01-01-2023 11:52,55,67,50
01-01-2023 11:53,54,61,72
01-01-2023 11:54,38,70,25
01-01-2023 11:55,39,26,21
01-01-2023 11:56,37,39,80
01-01-2023 11:57,66,46,45
01-01-2023 11:58,60,14,60
01-01-2023 11:59,68,35,84
01-01-2023 12:00,33,79,67
01-01-2023 12:01,34,10,82
01-01-2023 12:02,50,18,60
01-01-2023 12:03,20,73,51
01-01-2023 12:04,22,33,41
01-01-2023 12:05,35,14,39
01-01-2023 12:06,42,60,26
01-01-2023 12:07,30,47,74
01-01-2023 12:08,31,38,31
01-01-2023 12:09,29,55,64
01-01-2023 12:10,51,61,23
01-01-2023 12:11,35,55,43
01-01-2023 12:12,27,77,39
01-01-2023 12:13,57,68,29
01-01-2023 12:14,31,19,23
01-01-2023 12:15,43,13,27
01-01-2023 12:16,47,61,61
01-01-2023 12:17,27,27,58
01-01-2023 12:18,47,60,17
01-01-2023 12:19,55,32,88
01-01-2023 12:20,45,34,32
01-01-2023 12:21,27,69,24
01-01-2023 12:22,69,46,50
01-01-2023 12:23,47,77,71
01-01-2023 12:24,47,27,17
01-01-2023 12:25,56,38,34
01-01-2023 12:26,60,39,32
01-01-2023 12:27,55,16,63
01-01-2023 12:28,46,50,51
01-01-2023 12:29,36,46,34
01-01-2023 12:30,28,36,88
01-01-2023 12:31,52,30,78
01-01-2023 12:32,39,52,36
01-01-2023 12:33,32,60,35
01-01-2023 12:34,47,22,49
01-01-2023 12:35,67,62,15
01-01-2023 12:36,48,72,26
01-01-2023 12:37,32,66,27
01-01-2023 12:38,65,34,22
01-01-2023 12:39,54,22,45
01-01-2023 12:40,25,46,19
01-01-2023 12:41,37,39,58
01-01-2023 12:42,24,21,65
01-01-2023 12:43,66,74,39
01-01-2023 12:44,44,27,59
01-01-2023 12:45,21,71,27
01-01-2023 12:46,29,33,49
01-01-2023 12:47,49,69,46
01-01-2023 12:48,69,26,86
01-01-2023 12:49,64,69,36
01-01-2023 12:50,24,18,20
01-01-2023 12:51,52,61,63
01-01-2023 12:52,20,24,25
01-01-2023 12:53,37,37,85
01-01-2023 12:54,51,18,29
01-01-2023 12:55,66,65,82
01-01-2023 12:56,68,45,54
01-01-2023 12:57,30,65,48
01-01-2023 12:58,40,29,44
01-01-2023 12:59,45,64,33
01-01-2023 13:00,44,69,76
01-01-2023 13:01,41,44,76
01-01-2023 13:02,46,10,52
01-01-2023 13:03,68,54,44
01-01-2023 13:04,32,78,46
01-01-2023 13:05,52,49,39
01-01-2023 13:06,53,47,26
01-01-2023 13:07,60,33,23
01-01-2023 13:08,54,13,51
01-01-2023 13:09,20,78,31
01-01-2023 13:10,40,22,49
01-01-2023 13:11,67,30,74
01-01-2023 13:12,25,41,18
01-01-2023 13:13,47,47,55
01-01-2023 13:14,36,41,82
01-01-2023 13:15,24,66,17
01-01-2023 13:16,50,57,23
01-01-2023 13:17,24,39,25
01-01-2023 13:18,57,47,75
01-01-2023 13:19,22,53,35
01-01-2023 13:20,42,35,39
01-01-2023 13:21,56,11,76
01-01-2023 13:22,56,52,38
01-01-2023 13:23,29,52,83
01-01-2023 13:24,29,72,55
01-01-2023 13:25,38,67,71
01-01-2023 13:26,36,57,80
01-01-2023 13:27,40,14,23
01-01-2023 13:28,33,44,22
01-01-2023 13:29,28,25,72
01-01-2023 13:30,65,58,85
01-01-2023 13:31,20,69,52
01-01-2023 13:32,64,60,34
01-01-2023 13:33,32,68,61
01-01-2023 13:34,23,73,42
01-01-2023 13:35,20,22,74
01-01-2023 13:36,68,35,36
01-01-2023 13:37,59,79,65
01-01-2023 13:38,51,12,38
01-01-2023 13:39,53,21,87
01-01-2023 13:40,47,50,75
01-01-2023 13:41,50,74,16
01-01-2023 13:42,27,72,69
01-01-2023 13:43,58,59,18
01-01-2023 13:44,45,56,72
01-01-2023 13:45,53,17,27
